join_order;execution_tree;time_total;mem_peak;time_load;mem_load;time_filters;mem_filters;time_joins;mem_joins
[1, 6, 7, 10, 11, 5, 9, 8, 3, 4, 2, 0];((kt[s]kt.kind[in]['movie'])[X]((((n[X]((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X](((t[s]t.production_year[>]1950)[X]mk)[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((cct1[s]cct1.kind[in]['cast'])[X](((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X](ci[X]cc)))))))[XS]t.id=cc.movie_id[XS]mk.movie_id=ci.movie_id[XS]t.id=ci.movie_id);52.011805295944214;4932023596;33.92105960845947;7658143835;42.38694667816162;4672469350;[44.014716148376465, 47.25132155418396, 50.24085760116577, 50.244025468826294, 50.2461371421814, 50.61410737037659, 50.61813926696777, 52.00538492202759, 52.00711989402771, 52.00765562057495, 52.008167028427124, 52.011802434921265];[4932023596, 4575315602, 2213215991, 1443174372, 1443173654, 1579600118, 875931289, 1211190869, 505110, 484453, 484565, 531518]
[8, 5, 7, 3, 6, 10, 0, 11, 9, 4, 2, 1];(((((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((kt[s]kt.kind[in]['movie'])[X]((cct1[s]cct1.kind[in]['cast'])[X]((((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X](n[X]ci))[X]((t[s]t.production_year[>]1950)[X](mk[X]cc)))))))[XS]mk.movie_id=ci.movie_id[XS]t.id=ci.movie_id[XS]t.id=mk.movie_id;70.3850474357605;13741510087;34.521684408187866;7658143753;42.90688395500183;4672469921;[49.99370241165161, 50.14894151687622, 69.30468368530273, 70.27792501449585, 70.369464635849, 70.37314176559448, 70.37657713890076, 70.37958693504333, 70.38257241249084, 70.38400721549988, 70.3845362663269, 70.38504528999329];[13741510087, 6472410797, 7781943623, 1212154273, 353764349, 1923655, 1971207, 2031202, 1059919, 507186, 484974, 485079]
[8, 5, 7, 3, 6, 10, 0, 11, 9, 4, 2, 1];(((((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((kt[s]kt.kind[in]['movie'])[X]((cct1[s]cct1.kind[in]['cast'])[X]((((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X](n[X]ci))[X]((t[s]t.production_year[>]1950)[X](mk[X]cc)))))))[XS]mk.movie_id=ci.movie_id[XS]t.id=ci.movie_id[XS]t.id=mk.movie_id;71.03029799461365;13741507827;34.75453233718872;7658143466;43.36514735221863;4672467833;[50.57474994659424, 50.7323694229126, 69.95587539672852, 70.9077672958374, 71.01379871368408, 71.01776123046875, 71.02141833305359, 71.0245156288147, 71.02759790420532, 71.02923655509949, 71.02977871894836, 71.03029561042786];[13741507827, 6472408593, 7781941419, 1212152069, 353762145, 1921509, 1969061, 2028940, 1057657, 505675, 483521, 483626]
[8, 5, 7, 3, 6, 10, 0, 11, 9, 4, 2, 1];(((((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((kt[s]kt.kind[in]['movie'])[X]((cct1[s]cct1.kind[in]['cast'])[X]((((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X](n[X]ci))[X]((t[s]t.production_year[>]1950)[X](mk[X]cc)))))))[XS]mk.movie_id=ci.movie_id[XS]t.id=ci.movie_id[XS]t.id=mk.movie_id;73.17044281959534;13741512462;36.0412392616272;7658141421;44.93600869178772;4672473172;[52.20699381828308, 52.371699810028076, 72.01800894737244, 73.05246138572693, 73.15200471878052, 73.15605545043945, 73.15956568717957, 73.16327714920044, 73.16723775863647, 73.16914391517639, 73.16979765892029, 73.17043995857239];[13741512462, 6472413107, 7781945814, 1212156459, 353766535, 1925783, 1973277, 2033214, 1061931, 510348, 488136, 488241]
[8, 5, 7, 3, 6, 10, 0, 11, 9, 4, 2, 1];(((((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((kt[s]kt.kind[in]['movie'])[X]((cct1[s]cct1.kind[in]['cast'])[X]((((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X](n[X]ci))[X]((t[s]t.production_year[>]1950)[X](mk[X]cc)))))))[XS]mk.movie_id=ci.movie_id[XS]t.id=ci.movie_id[XS]t.id=mk.movie_id;70.86594009399414;13741513671;34.825443744659424;7658141624;43.26121258735657;4672473326;[50.53639101982117, 50.69309139251709, 69.77892732620239, 70.75228786468506, 70.85036659240723, 70.85397505760193, 70.85746383666992, 70.86044430732727, 70.86346125602722, 70.86490154266357, 70.86542844772339, 70.86593770980835];[13741513671, 6472414307, 7781947138, 1212157846, 353767922, 1927228, 1974780, 2034775, 1063492, 510633, 488537, 488642]
[8, 5, 7, 3, 6, 10, 0, 11, 9, 4, 2, 1];(((((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((kt[s]kt.kind[in]['movie'])[X]((cct1[s]cct1.kind[in]['cast'])[X]((((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X](n[X]ci))[X]((t[s]t.production_year[>]1950)[X](mk[X]cc)))))))[XS]mk.movie_id=ci.movie_id[XS]t.id=ci.movie_id[XS]t.id=mk.movie_id;71.99923586845398;13741509884;36.24371886253357;7658143616;44.668036699295044;4672469983;[51.76585626602173, 51.92581534385681, 70.95737338066101, 71.88429832458496, 71.98366475105286, 71.98733711242676, 71.99096703529358, 71.99390244483948, 71.99690628051758, 71.99819874763489, 71.99873161315918, 71.99923348426819];[13741509884, 6472410592, 7781943466, 1212154174, 353764250, 1923556, 1971108, 2031045, 1059762, 508015, 485803, 485908]
[10, 11, 6, 1, 8, 9, 0, 5, 3, 7, 4, 2];(((((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X]((((kt[s]kt.kind[in]['movie'])[X]((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X]((t[s]t.production_year[>]1950)[X]mk)))[X](n[X](ci[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((cct1[s]cct1.kind[in]['cast'])[X]cc)))))[XS]t.id=cc.movie_id)[XS]mk.movie_id=ci.movie_id[XS]t.id=ci.movie_id;53.72722601890564;4619570346;34.88085222244263;7658144489;43.786502838134766;4672468807;[44.335920333862305, 44.34172821044922, 47.313504219055176, 48.397499799728394, 51.220876693725586, 51.67423391342163, 51.70038819313049, 52.81076431274414, 53.05245041847229, 53.72482347488403, 53.72663354873657, 53.72722339630127];[4365147164, 3606636034, 4619570346, 3001753619, 3286755772, 1512940149, 826103480, 1204192742, 497596713, 268098179, 508681, 485281]
[10, 11, 6, 1, 8, 9, 0, 5, 3, 7, 4, 2];(((((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X]((((kt[s]kt.kind[in]['movie'])[X]((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X]((t[s]t.production_year[>]1950)[X]mk)))[X](n[X](ci[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((cct1[s]cct1.kind[in]['cast'])[X]cc)))))[XS]t.id=cc.movie_id)[XS]mk.movie_id=ci.movie_id[XS]t.id=ci.movie_id;54.46581554412842;4619572286;35.879406690597534;7658147157;44.50035214424133;4672470911;[45.126577615737915, 45.132895946502686, 48.09994673728943, 49.182053089141846, 51.953447103500366, 52.42095923423767, 52.45069360733032, 53.51833486557007, 53.76277709007263, 54.463470697402954, 54.465270042419434, 54.46581292152405];[4365149330, 3606637974, 4619572286, 3001755390, 3286757543, 1512941920, 826105309, 1204194629, 497598481, 268099879, 510323, 486865]
[10, 11, 6, 1, 8, 9, 0, 5, 3, 7, 4, 2];(((((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X]((((kt[s]kt.kind[in]['movie'])[X]((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X]((t[s]t.production_year[>]1950)[X]mk)))[X](n[X](ci[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((cct1[s]cct1.kind[in]['cast'])[X]cc)))))[XS]t.id=cc.movie_id)[XS]mk.movie_id=ci.movie_id[XS]t.id=ci.movie_id;53.71295166015625;4619570533;35.106276512145996;7658145217;43.86649489402771;4672469673;[44.455063343048096, 44.46078705787659, 47.379392862319946, 48.422343492507935, 51.21373176574707, 51.66759634017944, 51.6952760219574, 52.79051685333252, 53.03354287147522, 53.710700035095215, 53.71241760253906, 53.71294903755188];[4365147895, 3606636221, 4619570533, 3001753864, 3286755959, 1512940336, 826103609, 1204192813, 497596322, 268097939, 507687, 484403]
[10, 11, 6, 1, 8, 9, 0, 5, 3, 7, 4, 2];(((((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X]((((kt[s]kt.kind[in]['movie'])[X]((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X]((t[s]t.production_year[>]1950)[X]mk)))[X](n[X](ci[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((cct1[s]cct1.kind[in]['cast'])[X]cc)))))[XS]t.id=cc.movie_id)[XS]mk.movie_id=ci.movie_id[XS]t.id=ci.movie_id;58.057453632354736;4619573787;38.67952036857605;7658141281;47.44990801811218;4672472624;[48.22873139381409, 48.234577655792236, 51.29332709312439, 52.48860549926758, 55.400187253952026, 55.908501863479614, 55.93945598602295, 57.08990263938904, 57.350008964538574, 58.05487895011902, 58.05686068534851, 58.05745053291321];[4365151270, 3606639475, 4619573787, 3001757010, 3286759163, 1512943540, 826106876, 1204196196, 497600222, 268101900, 512170, 488828]
[10, 11, 6, 1, 8, 9, 0, 5, 3, 7, 4, 2];(((((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X]((((kt[s]kt.kind[in]['movie'])[X]((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X]((t[s]t.production_year[>]1950)[X]mk)))[X](n[X](ci[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((cct1[s]cct1.kind[in]['cast'])[X]cc)))))[XS]t.id=cc.movie_id)[XS]mk.movie_id=ci.movie_id[XS]t.id=ci.movie_id;52.985255002975464;4619569527;34.479787826538086;7658144140;43.08207845687866;4672468444;[43.636974573135376, 43.64285326004028, 46.58571171760559, 47.61738467216492, 50.43716549873352, 50.90707516670227, 50.934290170669556, 52.037155866622925, 52.279752016067505, 52.98293662071228, 52.98470687866211, 52.98525261878967];[4365146666, 3606635215, 4619569527, 3001752858, 3286754895, 1512939272, 826102545, 1204191865, 497595717, 268097453, 507950, 484550]
[3, 5, 1, 7, 6, 0, 11, 9, 10, 4, 8, 2];((n[X](((cct1[s]cct1.kind[in]['cast'])[X]((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((kt[s]kt.kind[in]['movie'])[X]((((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X]ci)[X]((mk[X]((t[s]t.production_year[>]1950)[X]cc))[XS]t.id=mk.movie_id)))))[XS]mk.movie_id=ci.movie_id)[XS]t.id=ci.movie_id;64.5001847743988;4816447743;35.0719518661499;7658148869;43.53402662277222;4672473054;[44.79495310783386, 45.11105418205261, 45.33394265174866, 63.0943489074707, 63.231544971466064, 63.23527908325195, 63.237985134124756, 63.24059796333313, 63.243128061294556, 63.24435615539551, 64.49834132194519, 64.50018191337585];[4567643199, 3650194653, 3576707143, 4816447743, 1228690588, 876639462, 876700708, 875949081, 875515071, 875487554, 1211191815, 518564]
[3, 5, 1, 7, 6, 0, 11, 9, 10, 4, 8, 2];((n[X](((cct1[s]cct1.kind[in]['cast'])[X]((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((kt[s]kt.kind[in]['movie'])[X]((((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X]ci)[X]((mk[X]((t[s]t.production_year[>]1950)[X]cc))[XS]t.id=mk.movie_id)))))[XS]mk.movie_id=ci.movie_id)[XS]t.id=ci.movie_id;65.83049607276917;4816449061;35.71363973617554;7658151816;44.47833800315857;4672475168;[45.76336216926575, 46.06845998764038, 46.277944803237915, 64.38212871551514, 64.53447318077087, 64.53820943832397, 64.54091882705688, 64.54353475570679, 64.54605889320374, 64.54740929603577, 65.82855486869812, 65.83049368858337];[4567645201, 3650196387, 3576708355, 4816449061, 1228692138, 876641065, 876702427, 875950800, 875516674, 875489505, 1211193766, 520051]
[3, 5, 1, 7, 6, 0, 11, 9, 10, 4, 8, 2];((n[X](((cct1[s]cct1.kind[in]['cast'])[X]((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((kt[s]kt.kind[in]['movie'])[X]((((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X]ci)[X]((mk[X]((t[s]t.production_year[>]1950)[X]cc))[XS]t.id=mk.movie_id)))))[XS]mk.movie_id=ci.movie_id)[XS]t.id=ci.movie_id;64.56870341300964;4816445261;35.24522876739502;7658143993;43.900834798812866;4672471609;[45.123255252838135, 45.415706634521484, 45.63424587249756, 63.121411085128784, 63.267096519470215, 63.27087879180908, 63.27360248565674, 63.276265382766724, 63.278812885284424, 63.28023338317871, 64.56691813468933, 64.5686993598938];[4567641640, 3650192704, 3576704846, 4816445261, 1228688222, 876637091, 876698453, 875946826, 875512700, 875484197, 1211188632, 514803]
[3, 5, 1, 7, 6, 0, 11, 9, 10, 4, 8, 2];((n[X](((cct1[s]cct1.kind[in]['cast'])[X]((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((kt[s]kt.kind[in]['movie'])[X]((((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X]ci)[X]((mk[X]((t[s]t.production_year[>]1950)[X]cc))[XS]t.id=mk.movie_id)))))[XS]mk.movie_id=ci.movie_id)[XS]t.id=ci.movie_id;64.31709623336792;4816442561;34.97387385368347;7658142860;43.70406413078308;4672467476;[44.91345739364624, 45.22166132926941, 45.44638729095459, 62.849380016326904, 62.99742388725281, 63.00115919113159, 63.00386643409729, 63.00665855407715, 63.009214878082275, 63.01062726974487, 64.31531429290771, 64.31709265708923];[4567637563, 3650189307, 3576701855, 4816442561, 1228685466, 876634451, 876695813, 875944186, 875510118, 875482601, 1211186978, 512567]
[3, 5, 1, 7, 6, 0, 11, 9, 10, 4, 8, 2];((n[X](((cct1[s]cct1.kind[in]['cast'])[X]((k[s]k.keyword[in]['superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence'])[X]((cct2[s]cct2.kind[like]['%complete%'])[X]((kt[s]kt.kind[in]['movie'])[X]((((chn[s]chn.name[not-like]%Sherlock%)[s]chn.name[like]['%Tony%Stark%', '%Iron%Man%'])[X]ci)[X]((mk[X]((t[s]t.production_year[>]1950)[X]cc))[XS]t.id=mk.movie_id)))))[XS]mk.movie_id=ci.movie_id)[XS]t.id=ci.movie_id;67.83668351173401;4816443529;37.72015070915222;7658144124;46.464760303497314;4672468628;[47.860164403915405, 48.166871309280396, 48.389522552490234, 66.29115295410156, 66.45737767219543, 66.46137046813965, 66.46411800384521, 66.46678495407104, 66.46932792663574, 66.4707396030426, 67.83476758003235, 67.83667969703674];[4567638826, 3650190739, 3576702823, 4816443529, 1228686490, 876635417, 876696721, 875945094, 875511026, 875483103, 1211187364, 513828]
